name,id,location,distance_to_center,rating,review_text,review_count,price,features,image_urls
Comfort Point Hotel,1428567,"Bahçelievler, İstanbul",N/A,7.2,Normal,(14 yorum),3.245 TL,"Kahvaltı Dahil, Wi-Fi","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638113052730600000/2/1/25699/comfort_point_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/1428567/8f68c3c56b003d6ba687c70ccce568aa.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/1428567/78c86a7eb0b6daa0aaaaccb5270e7920.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/1428567/b60de189632078a4615bf33aabd8d9d9.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/1428567/b3cf7ebbb05dbcc334dc7c150d659f82.jpg?width=552&height=392&mode=crop&anchor=center"
The Roof Ada,1450542,"Büyükada, Adalar, İstanbul",N/A,7.5,İyi,(31 yorum),7.500 TL,"Kahvaltı Dahil, Havuz, Wi-Fi, Deniz Manzarası, Doğa Manzarası, Deniz Kıyısı","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638246074367270000/2/1/28860/the_roof_ada.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/474776/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/474777/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/474778/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/474782/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Olinda Hotel Spa,1450487,"Ağva, Şile, İstanbul",N/A,7.7,İyi,(15 yorum),3.199 TL,"Kahvaltı Dahil, Havuz, Toplantı Odaları, Wi-Fi, Deniz Manzarası, Doğa Manzarası","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638246074356270000/2/1/28805/olinda_hotel_spa.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/485194/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/485195/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/485196/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/485197/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Avcılar Garden Hotel,1354831,"Avcılar, İstanbul",N/A,8.1,Çok iyi,(96 yorum),1.194 TL,"Göl Manzarası, Resepsiyon, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293793430000/2/1/10498/avcilar_garden_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/229766/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/229767/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/229768/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/229769/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Palace Point Hotel,506783,"Fatih, İstanbul",Merkeze 1.1 km,8.0,Çok iyi,(4 yorum),2.121 TL,"Wi-Fi, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294072470000/2/1/10656/palace_point_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/442200/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/442201/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/442202/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/442203/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Tempo Hotel 4 Levent,107241,"Kağıthane, İstanbul",Merkeze 5.7 km,8.4,Çok iyi,(32 yorum),2.569 TL,"Wi-Fi, Restoran, Resepsiyon, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290350200000/2/1/7871/tempo_hotel_4_levent.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/162999/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/163000/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/163001/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/163002/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Agora Suites,784339,"Esenyurt, İstanbul",N/A,8.2,Çok iyi,(8 yorum),2.220 TL,"Fitness, Resepsiyon, Engelli Dostu, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294194170000/2/1/10703/agora_suites.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/537843/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/537844/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/537845/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/537846/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Serenity Suites İstanbul Airport,618788,"Küçükçekmece, İstanbul",N/A,7.4,Normal,(15 yorum),3.518 TL,"Otopark, Havuz, Wi-Fi, Restoran, Masaj, Fitness","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290423100000/2/1/8196/serenity_suites_istanbul_airport.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/136948/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/136949/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/136950/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/136947/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Pullman İstanbul Hotel & Convention Center,479235,"Yenibosna, Bahçelievler, İstanbul",N/A,8.1,Çok iyi,(42 yorum),4.320 TL,"Otopark, Havuz, Spa, Toplantı Odaları, Jakuzi, Hamam","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952292686370000/2/1/9815/pullman_istanbul_hotel___convention_center.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/15269/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/15271/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/15270/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/15272/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Cumbalı Luxury Boutique Hotel,104647,"Osmanbey, Şişli, İstanbul",Merkeze 1.7 km,7.2,Normal,(44 yorum),2.038 TL,"Kahvaltı Dahil, Wi-Fi, Restoran, Resepsiyon, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293397800000/2/1/10100/cumbali_luxury_boutique.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/139679/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/139680/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/139681/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/139682/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Isg Sabiha Gökçen Airport Hotel,104869,"Pendik (İstanbul), İstanbul",N/A,8.5,Müthiş,(144 yorum),7.428 TL,"Otopark, Spa, Toplantı Odaları, Wi-Fi, Restoran, Fitness","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952289824370000/2/1/7405/istanbul_sabiha_gokcen_airport_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/12533/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/12534/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/12535/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/12536/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Land Park Hotel,798101,"Avcılar, İstanbul",N/A,8.7,Müthiş,(27 yorum),2.795 TL,"Kahvaltı Dahil, Otopark, Spa, Toplantı Odaları, Wi-Fi, Deniz Manzarası","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293049170000/2/1/9955/land_park_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/536693/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/536694/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/536695/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/536696/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Kumburgaz Marin Princess,104404,"Kumburgaz, Büyükçekmece, İstanbul",N/A,8.0,Çok iyi,(88 yorum),4.117 TL,"Kahvaltı Dahil, Otopark, Havuz, Spa, Toplantı Odaları, Wi-Fi","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290724100000/2/1/8753/kumburgaz_marin_princess.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/132010/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/132011/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/132012/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/132013/ob.jpg?width=552&height=392&mode=crop&anchor=center"
A11 Hotel Bosphorus,103648,"Üsküdar, İstanbul",Merkeze 1.3 km,8.3,Çok iyi,(19 yorum),5.789 TL,"Havuz, Spa, Toplantı Odaları, Wi-Fi, Deniz Manzarası, Deniz Kıyısı","https://media.dev.paximum.com/hotelimages/103648/23012001453442.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/555622/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/555623/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/555624/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/555625/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Hotel Vera,104611,"Sultanahmet, Fatih, İstanbul",Merkeze 1 km,7.9,İyi,(6 yorum),2.453 TL,"Kahvaltı Dahil, Otopark, Wi-Fi, Resepsiyon, Engelli Dostu, Çocuk Dostu","https://media.dev.paximum.com/hotelimages/104611/3406e61f8ba8da7c7c73365682d312d9.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/203417/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/203418/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/203419/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/203420/ob.jpg?width=552&height=392&mode=crop&anchor=center"
The Rise Aron Business Hotel Merter,507624,"Merter, Güngören, İstanbul",Merkeze 7.2 km,7.2,Normal,(55 yorum),2.800 TL,"Kahvaltı Dahil, Otopark, Toplantı Odaları, Wi-Fi, Restoran, Resepsiyon","https://media.dev.paximum.com/hotelimages/507624/64f3d3ef0918874cbb7a0f16d690e7ed.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/122121/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/122116/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/122117/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/122138/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Ruby Suit,1378077,"Türkali, Beşiktaş, İstanbul",Merkeze 500 m,8.2,Çok iyi,(83 yorum),2.877 TL,"Otopark, Wi-Fi, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290792530000/2/1/8990/ruby_suit.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/411355/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/411356/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/411357/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/411358/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Yeşilköy Airport Boutique Hotel,104897,"Bakırköy, İstanbul",N/A,7.5,İyi,(5 yorum),2.607 TL,"Otopark, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952292513170000/2/1/9542/yesilkoy_airport_boutique_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/211027/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/211028/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/211029/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/211030/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Santra Bosphorus Pansiyon,1434931,"Ortaköy, Beşiktaş, İstanbul",Merkeze 1.7 km,7.6,İyi,(4 yorum),2.569 TL,"Wi-Fi, Masaj","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638246074185930000/2/1/28067/santra_bosphorus_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/549032/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/549033/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/549034/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/549035/ob.jpg?width=552&height=392&mode=crop&anchor=center"
The Haze Karaköy,106718,"Karaköy, Beyoğlu, İstanbul",Merkeze 1.4 km,7.6,İyi,(46 yorum),3.500 TL,"Otopark, Toplantı Odaları, Wi-Fi, Restoran, Masaj, Şehir Manzarası","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637951332661030000/2/1/168/the_haze_karakoy.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/16001/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/16003/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/16005/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/16006/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Istport Hotel,1360146,"Arnavutköy, İstanbul",N/A,8.2,Çok iyi,(23 yorum),2.337 TL,"Kahvaltı Dahil, Wi-Fi, Restoran, Teras, Resepsiyon, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290753270000/2/1/8941/istport_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/286010/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/286011/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/286012/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/286014/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Ci Plus,1449942,"Sefaköy, Küçükçekmece, İstanbul",N/A,7.1,Normal,(20 yorum),2.000 TL,"Wi-Fi, Restoran, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638246074235400000/2/1/28260/ci_plus.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/486611/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/486612/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/486606/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/486613/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Vernazza Suites Hotel,104648,"Mecidiyeköy, Şişli, İstanbul",Merkeze 3.1 km,8.1,Çok iyi,(7 yorum),2.610 TL,"Toplantı Odaları, Çalışma Alanları, Wi-Fi, Jakuzi, Restoran, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952292485500000/2/1/9514/vernazza_suites_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/195319/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/195320/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/195321/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/195322/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Naila,478286,"Ataköy, Bakırköy, İstanbul",Mükemmel Konum,8.9,Müthiş,(66 yorum),2.295 TL,"Kahvaltı Dahil, Wi-Fi, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952292993300000/2/1/9919/naila.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/247700/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/247701/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/247702/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/247703/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Melisa Suit Residence Hotel,1365358,"Küçükçekmece, İstanbul",N/A,6.9,Misafir Puanı,(5 yorum),2.683 TL,"Otopark, Wi-Fi, Restoran, Teras, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293786700000/2/1/10456/melisa_suit_residence_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/295558/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/295559/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/295557/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/295561/ob.jpg?width=552&height=392&mode=crop&anchor=center"
İstanbul Airport Express Hotel,1365344,"Arnavutköy, İstanbul",N/A,7.7,İyi,(41 yorum),1.913 TL,"Kahvaltı Dahil, Restoran, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290369170000/2/1/7990/istanbul_airport_express_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/232634/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/232635/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/232636/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/232638/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Modus Hotel Istanbul,478301,"Nişantaşı, Şişli, İstanbul",Merkeze 1.5 km,7.8,İyi,(7 yorum),6.419 TL,"Kahvaltı Dahil, Otopark, Toplantı Odaları, Wi-Fi, Restoran, Teras","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290583770000/2/1/8430/modus.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/248395/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/248396/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/248397/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/248398/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Büyükada Loc'ada (+12),1374215,"Büyükada, Adalar, İstanbul",Mükemmel Konum,9.3,Muhteşem,(11 yorum),12.412 TL,"Kahvaltı Dahil, Havuz, Deniz Manzarası, Resepsiyon, Restoran, Deniz Kıyısı",https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294270370000/2/1/11013/buyukada_loc%E2%80%99ada.jpg?width=552&height=392&mode=crop&anchor=center
World Class Airport Hotel,1406701,"Arnavutköy, İstanbul",Mükemmel Konum,8.5,Müthiş,(25 yorum),1.733 TL,"Kahvaltı Dahil, Resepsiyon, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638104034378500000/2/1/25149/world_class_airport_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/460502/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/460503/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/460504/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/460505/ob.jpg?width=552&height=392&mode=crop&anchor=center"
