,Madde,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31
33,Benzin,3.024740168725848,-3.3266281219720306,2.2335455415536387,1.55352280658414,5.088108323810481,4.388433614916276
34,Beyaz Lahana,7.642406326719375,-5.618386803835673,-2.2382214914675402,-22.140367980976283,-9.490778801977163,0.9509945465120628
35,Beyaz Peynir,6.692023402980185,2.072571585947891,2.5609633807266885,0.4951042671580641,-0.9979842631966607,0.9368728061585063
36,Bilgisayar,0.0741235599554857,-0.09536637314251362,-0.4725858003294503,-2.3817371409433186,-0.16484641409565404,0.6077338877786165
37,Bilgisayar Ekipmanları,1.6973030610770712,1.390999386244407,1.120655602806564,0.4539218770302611,0.10490233569524499,0.9921966089300405
38,Bisiklet,9.112282163467134,4.882088747107671,-3.4157703766076186,5.9776714101108075,1.0412954169904953,0.24463147790307893
39,Bisküvi,9.382643872427465,1.1634715800521223,0.17310799882330752,2.2398494672805525,2.546787100262038,0.5108920932733296
40,Bitki ve Meyve Çayı (Poşet),2.8383129076052116,4.563748022533476,0.6081198009417532,-0.7142201033366713,3.6711747399225114,-6.7102706791579925
41,Bot (Erkek için),4.06164563314122,8.223434378847072,0.5554841215812623,0.20439255224031783,0.13118584624791652,0.3739126228442746
42,Bot (Kadın için),1.8378298224047684,6.23560183002454,0.43618852209044157,-0.23551570323376847,-0.37263546786958646,-0.03256386927744659
43,Bot (Çocuk için),1.1443278382244015,6.134228190513058,1.4750676891045256,-1.0096722110350287,-0.5782382942230324,0.15653792952055046
44,Bulaşık Bezleri,7.650544092604483,5.560314688270962,0.24991072238209622,0.0566271652492123,-1.0825064653005256,-2.371103424898302
45,Bulaşık Makinesi,0.588117996197357,1.8125665761930643,0.4189856480430576,1.7180252532845053,0.567475974743048,1.5467618197637645
46,Bulaşık İçin Temizlik ve Bakım Ürünleri,10.887689130751866,4.126644201710317,1.4926810684881664,2.4473766342417713,-0.22144655754324782,-0.47248351016598855
47,Bulgur,4.48195472087185,2.0838395760307327,3.7980902656845617,2.540320065100876,1.842347812176559,4.240757107314419
48,Burgerler,0.9211948278343929,2.510402806937795,2.0613169800339115,-0.07192950228077644,1.2487815897894272,2.694167035606432
49,Buğday Unu,0.4632573871596213,-2.933202540603941,6.107119365935976,0.2969762663188824,1.12749786926436,-0.9088545775730372
50,Cam Ev Eşyası,4.901607792540297,3.49511595005374,0.9884546548285966,0.9522599902817008,0.7543823382563097,1.1158746340129255
51,Ceket (Erkek için),3.8465945396850554,4.956888382321312,0.153967212387629,-0.11903274444736711,0.2745287621482184,0.302168932461111
52,Ceket (Kadın için),4.162896853739206,6.408061482239247,0.7494106920250099,-1.50151190741733,-0.26867241944880105,0.0
53,Cep Telefonu Görüşme Ücreti,-1.705621676837299,-2.850123662762516,-4.455814064340958,0.0037194991178379766,0.0,0.0
54,Ceviz İçi,6.894523968008959,5.247948178976913,3.1686053174807993,1.6694732838878457,-0.708215697247383,0.11976995630678111
55,Cilt ve Vücut Ürünleri,12.454713331545154,15.780598345340424,1.1818085774235376,-0.06850122477184417,0.6333799644793858,1.0559773770956626
56,Cipsler,5.879057089450779,2.3719082194919583,1.2657189813756187,1.3510973594589082,1.1326558297648504,0.8002853431203993
57,Dana Eti,4.481838497079393,7.0438275390779514,5.273641685913644,1.7676446993138306,4.087840560201861,2.703962970985274
58,Davlumbaz,2.122473994381635,2.5501948488114934,0.52349016437514,2.39750366817415,0.2892167971335402,1.0919510390271503
59,Deodorant,1.560477503995128,0.9917608321002191,-0.19051818309590018,-0.03901983790123298,-0.053631086373995274,0.8010594685857964
60,Dereotu,0.18471713232168785,2.227171492204838,0.0,7.003661467578781,3.2980858054965534,-2.7345978714030217
61,Derin Dondurucu,0.7684988887728839,1.0505672725114934,0.37797449169345576,1.4276328299968055,0.009413992163165297,0.9575533812521853
62,Diğer Kitaplar,3.4309633523632144,2.9965083635323797,0.8614621178821391,1.1293051678857413,-0.6700546924029216,1.0947349071946277
63,Dolmalık Biber,11.321641513824797,18.807076918306677,-19.39450784064868,-33.146475428886276,-23.405318660869124,11.988809666063016
64,Domates,-16.319763154224276,31.307436676346857,-6.542048731295214,-13.342633222421219,-7.209960722595765,-2.015359678669193
65,Dondurma,6.849049427819365,0.9923651860973104,0.1798074780844816,0.17507408241266287,-0.8588239961383248,-0.6143598755448121
66,Doğalgaz Ücreti,-0.008223554685815593,-0.024672693029870185,0.0,0.0,0.0,16.400236826524562
67,Ekmek,9.727849663533572,1.7079819829945109,2.0117247603790522,-0.19669612967347927,2.1269122853603717,4.696762846317615
68,Ekmek Hamuru (Yufka),7.565738347199558,5.1584119053105,1.1640992298491248,2.0784901980898773,1.7196208663295298,-1.3764043226435096
69,Ekmekarası Yiyecekler (Döner),-0.008223554685815593,7.272863791169981,0.9718256557949445,0.2852350519831237,0.8184584761541824,0.7063071988791414
70,Elbise (Kadın için),4.123121372343763,7.317102924333607,0.07143767921942157,-1.0774516386275468,0.07936979964309199,0.1135087692189618
71,Elbise (Çocuk için),5.495752266547371,6.03610362510687,-0.37352088941787764,-2.720176585215117,-3.55294849590736,-0.6821730188453778
72,Elektrik Ücreti,10.70000000000002,0.0,20.83333333333335,3.44827586206895,0.0,0.0
73,Elektrikli Kesici Aletler (Blender),5.624298351147394,1.9759979960449758,0.9348975374904978,1.6012031053177722,0.5708223011339664,0.3438985390904481
74,Elektrikli Küçük Ev Aletleri (Tost Makinası),6.257519870145312,1.496175768693786,1.5346887386683106,1.2455288109041174,0.10114237275480331,-0.05734329477318223
75,Elektrikli Saç Bakım Aletleri,7.430801438078838,2.9871090924156185,1.6972016657611277,2.194195918782871,0.10734946834667358,-1.0393171679072277
76,Elektrikli Süpürge,1.9544856566720004,2.7315470386857665,-0.4418427659350299,0.2940714482214446,0.426992373458579,1.2810434201374843
77,Elma,1.1861593284221428,1.8626044599141967,7.648732358599641,21.81318386141824,8.564726254927857,4.539738586532893
78,Erkek Berberi,-0.008223554685815593,6.577960427209928,18.58536162760189,0.0,0.0,0.0
79,Erkek Mont,2.2267421401511944,5.752756052276831,0.823502896853423,0.030394484420104284,1.316693339274977,2.59385952757476
80,Etek,4.22404790268518,6.06994822464606,-0.41826710401510203,-1.4790391229641542,0.1299734281903442,0.9884187867940986
81,Evcil Hayvanlar İçin Gıda Harcamaları,1.5264987092097115,-0.7441508841848354,-0.1520301326361273,0.40505146682177084,0.43988310114506657,0.9366786535002003
82,Eşarp,4.678725814993112,4.9914807240655,2.299837659595183,0.06545786786584795,0.5958021880694275,2.60166685024652
83,Eşofman (Erkek için),5.868632528979201,8.707352519365564,0.3790744727012685,-2.393326187835687,0.36361735867040945,-0.3335812853797915
84,Eşofman (Kadın için),5.069699895702562,9.520932489180446,0.8502372381447243,-1.1939659808365533,-0.8376633031095482,-0.17793932831543513
85,Eşofman (Çocuk için),0.26658924528795147,9.007100538621039,2.0623196744430805,0.9588973399391687,0.5472937548624657,-1.752797264742556
86,Fındık Ezmesi,8.954369543710804,4.479775680779641,1.6590080801715201,4.55622936407758,4.979371748872752,3.282893824573918
87,Fındık İçi,2.70725544561079,1.199551452887082,1.2765491040002352,8.682817590153725,7.785535077739247,2.0655024460354277
88,Gazoz Meyveli,5.056477213636668,1.4647997777333277,1.391538566629058,3.0180673208033415,2.3762292406043217,1.6999580952907767
89,Genç Odası Takımı,3.5008062767740267,2.1162530924036416,2.0557055558084514,0.7273013545445295,1.2082690419671582,0.9788974996241873
90,Gofret,7.252358962573902,4.030947031102161,1.5451074550641097,1.5068146408553362,0.17543677068985186,0.834798699516881
91,Gömlek (Erkek için),4.684243992449577,6.946163872836886,2.0331605913380013,-2.09243923202147,0.748192917959245,3.137288343190203
92,Gömlek (Kadın için),5.7995807133303545,7.062454260014417,0.9353900255995251,-1.283432435057974,0.299864615069656,1.494441086256093
93,Gömlek (Çocuk için),3.715189351577597,4.803386258617293,-1.0113419577206018,0.9112044186736945,2.325797522226525,2.9394261910616226
94,Gündelikçi Ücreti,4.387469335475336,0.0,0.0,0.0,0.0,0.0
95,Halı,16.198388384085717,10.96026028564756,1.8574673207987002,7.223317407620811,1.672327742815094,5.633458106053957
96,Halı Temizleme,12.269720304821297,28.14787093424176,16.376265221292073,-6.44315148815301,-6.526054048947061,9.806471206294255
97,Havlu,4.497177885075065,6.003607579852233,-0.38643518983686453,-1.9144838379251738,1.43178235424406,3.464914575243583
98,Havuç,-21.54624230666705,10.290359510566338,21.845678401429637,1.5741605819838078,-1.5163741339976666,-2.1780465873133537
99,Hazır Et Yemekleri,0.014815279430058226,0.08466829603430703,0.0,2.5283478640183876,-2.996039530259298,1.168617646281711
100,Hazır Kahve,2.519970062544985,1.5690292821362473,6.490332396435883,4.819905316593531,2.5660676392204707,1.7817163871809205
101,Hazır Pakette Toz Tatlılar (Puding),1.7709879977219734,1.4978700100089615,0.22820328001724732,-2.866258755997586,-2.2784151907053296,4.924390578707949
102,Hazır Sütlü Tatlılar,11.940376418019817,2.9756897918639558,1.2209438703336017,0.2982286548323554,0.1589342808445915,5.454346371572338
103,"Hazır Yemekler (Pilav, Kuru Fasulye)",-0.6022208740346757,-18.024927223936682,10.447906715531886,0.572184559356681,3.434492925195043,1.109113602790468
104,Hazır Çorbalar,0.4839871931830997,-6.453535839723057,11.2428430882332,1.6172643014848553,-1.9619820998936555,4.071607449188752
105,Hijyenik Kadın Bağı,3.6510981321741687,1.7790000926181992,4.32630048880811,1.004758458435484,1.0411190108990942,-0.3510102628550338
106,Hijyenik Zeminler İçin Temizlik ve Bakım Ürünleri,5.063712701067535,2.63833192678391,1.4430731765186833,1.4642509561421546,-0.25072551668642307,0.0029130915446318184
107,Hırka (Kadın için),2.5483228406186775,6.63670984814011,0.5134603403145421,-0.36511119705934236,0.719154278422196,0.910471969481419
108,Ispanak,-0.04365185480671441,8.943224307563135,-16.84118003237065,-22.14036798097626,-9.490778801977307,0.9509945465120406
109,Kabak,-17.62090716891114,20.431405573595708,2.9433406916850924,-5.795084648088555,-1.770623153679296,-4.065596809252769
110,Kabak Çekirdeği,5.597191367506649,1.7114967050076313,0.11765551516063066,0.4219507055093219,2.4649709712761814,1.6637282371499973
111,Kaban (Erkek için),3.9380006861495787,3.9650397215778677,1.4002286293907762,0.030394484420059875,1.316693339274999,2.593859527574849
112,Kaban (Kadın için),1.576414433908302,5.348202221744991,-1.696755404057737,-0.36511119705936457,0.7191542784221294,0.9104719694813745
113,Kaban Anorak (Çocuk için),5.0667090415080995,5.557515653677081,2.3727029596269933,1.2327159199303717,-0.22055180391832296,0.3130784523341923
114,Kabartma Maddeleri,4.467158795082082,0.5298288523894801,0.7109920272991399,-0.4652542294884321,0.2144575405355731,3.8148907315766367
115,Kadın Berberi,3.9035938592681285,17.53058674568484,-9.894262116577634,5.355306031811957,11.696222319456595,-9.19529971317985
116,Kahve,4.38962826069178,4.594692385347443,3.178812567289957,3.383982539441943,2.5604172463027597,2.2807777047696653
117,Kakao,9.704430908194151,5.280570020329556,0.7329553565606606,0.3792512303301576,0.3787906114565587,5.923814769558078
118,Kakaolu Toz İçecekler,0.0,0.0,0.0,-0.26764037342201785,1.9435098555888874,-0.08924075063609926
119,Kalem,8.369868770650669,4.608454144979879,-0.116135319921018,0.2077389549638431,0.30579582831442575,1.1636458197769706
120,"Kapı Aksesuarları (Anahtar, Kilit)",4.599228742292216,2.189027114453901,-0.21508009202230172,-0.543520787002505,1.6159339032683295,1.5906067898334708
121,Kargo Gönderme Ücreti,12.422569139347894,-0.024672693029859083,0.0,0.0,0.0,0.0
122,Karnabahar,1.2053341980353904,0.9835256812447124,-9.03982945820212,-22.140367980976272,-9.490778801977084,0.9509945465120406
123,Karpuz,7.507167244398016,13.91497607286205,9.767724734980776,14.997224104899697,-14.522161918755128,-50.02490227151911
124,Kavun,7.507167244397883,13.914976072861762,9.767724734980575,14.997224104899875,-2.4887506809313287,-15.534426773940268
125,Kazak (Erkek için),4.189739180321572,6.104794895557997,0.30960728064337584,0.030394484420015466,1.3166933392749547,2.593859527574782
126,Kazak (Kadın için),3.9404481692101756,7.567984050278054,0.4767985320083712,-0.3651111970594201,0.7191542784222404,0.9104719694814634
127,Kazak (Çocuk için),3.848956987299146,4.2570103665589,2.6822828302343282,1.2327159199303717,-0.22055180391818974,0.3130784523342811
128,Kağıtlı Şeker,2.600466357370479,-0.1294167491424858,6.003315112462881,2.03519588238279,-4.072650207037254,-3.1938753496297934
129,Kaşar Peyniri,9.173529043443152,2.006322898709012,0.25430200749949616,-0.046218806976872084,-0.1521489538008125,1.2955362136703563
130,"Kaşık, Çatal, Bıçak Takımı (Çelik)",4.5394187056226665,4.76807443087508,0.7139504195612378,0.1340107424280923,-0.3929723636675986,-0.4451291781499611
131,Kebaplar,6.065988273658873,5.857463520623596,2.5763403126014994,-0.26184030440146167,0.795787476262455,3.711829167052705
132,Kek,6.269762748112884,1.0721332643196746,0.22757791359999668,3.6586273361060684,2.6389950777001125,1.4156436804286576
133,Kemer,4.661773202043373,1.8473921880320265,0.17947446020376567,0.7518464490172461,0.7970935862366302,0.45864866319056397
134,Kesme Şeker,0.4258643108948412,3.009048061410624,2.5409695366477303,1.6976222570172173,1.404706648181242,2.148564689335708
135,Ketçap,3.293288829024399,2.794416363218577,3.7518494196964625,-0.5078721450385348,-0.5726600608854993,4.161428828722524
136,Kiracı Tarafından Ödenen Gerçek Kira,4.220782643345111,3.6610983570642297,4.304349252975426,3.599719368102283,4.590043389570875,6.84630132790669
137,Kivi,3.142581638832209,16.605241965848492,6.773919348036839,9.499800445026473,-3.050798023554091,-14.42232025618786
138,Klima,1.5001835627599602,1.100209714328959,0.9259472120153767,2.0320080224209836,-0.25765210823355256,-0.23313201657183535
139,Kola,6.657917310229711,1.3822507861938282,0.5482591927222558,3.154943253374487,5.09826142164338,5.11103041267138
140,Kolonya,4.837764207532569,2.462021169554207,0.5531288244323251,1.6539934200993978,0.9298783813090017,2.2256281856732896
141,Kombi,0.889407868122305,1.8015566195452415,-0.06393956657297917,1.1256457429426492,0.8495105090414956,1.0703111913644037
142,Konserve Balık,1.586707743535154,6.0287887500082515,1.1274949880364593,-0.3615803715143917,-0.7005911899151118,0.6906444269827006
143,Konserveler,2.9305740316228457,3.7267277428792323,2.492286140654043,2.467242009616011,4.003750656855387,0.8574058287460495
144,Kraker,9.686658638744072,1.9369173427525865,-0.09458321626411026,-0.6454308985918922,1.5959987865537428,-0.9050819043298852
145,Kravat,1.7425134632433226,0.7384605965019553,1.3621958331424322,4.015728195710655,0.2292770370638797,2.0420969347489493
146,Krem Peynir,8.65316279639372,1.258422017960581,-0.2050255371645382,0.07953891960856829,0.8750938936509245,0.5276749538869252
147,Kuru Fasulye,4.046442983657728,2.2328934642536824,1.4425689960434473,0.8522729330221912,-0.5535546208596087,-3.0567803131716476
148,Kuru Kayısı,7.330380696929928,0.4975485128081214,-0.18095971578185877,6.648484153269241,31.031800891677406,16.544895375288004
149,Kuru Soğan,4.169437516269148,18.713055508635158,0.06188713298656001,-32.10515983140182,-16.78945443593509,-1.4267320509687709
150,Kuru Temizleme Ücreti,2.7058428124418388,-4.670403173409355,-6.099112580776045,-0.7558757003553906,-7.865231485051627,-8.700801472804354
151,Kuru Üzüm,-0.30277456626265353,-0.9299406279010713,0.571748863773669,0.12526687888394505,1.362817825268925,-0.6848194541358432
152,Kuzu Eti,2.2564626256274645,8.249786713311181,3.7336146355150923,-1.9511614965118218,0.043545379396370265,-0.013021299955462418
153,Kömür Ücreti,1.3143323748099567,1.7025254025810677,1.0068542381800993,5.363829301996859,2.5446998426289724,0.1088452953894592
154,Köprü Geçiş Ücreti,14.355779734217888,-0.024672693029825776,0.0,0.0,0.0,0.0
155,Kırmızı Lahana,-37.210727966735,21.177550772476806,-8.426261729687678,-22.140367980976272,-9.490778801977108,0.9509945465123071
156,Kırmızı Turp,0.0,-15.957446808510634,-37.8246935537078,-22.140367980976393,-9.490778801977163,0.9509945465119518
157,Kıvırcık,-39.08048399042583,-3.2482282049499323,-22.943812876257375,5.5935049603462295,-10.763121546194531,-3.313655292119244
158,LPG (Araba Tüpü Dolum)  Ücreti,3.631869519916453,0.8416559874524943,0.5795884082319125,-3.753131785535435,-4.351464596505528,-4.04862085086487
159,Leblebi,4.006334522352817,2.7653846308352437,0.044363149105253186,0.6853695953390915,0.39816169579796057,0.24899108742681975
160,Limon,13.583002805177813,18.989401187431156,45.74434151784477,18.124013880950663,20.013462833283423,14.54546603809197
161,Lokum,10.226809494841982,1.4649628314520546,2.6733200798187085,-0.7114262602642807,-0.3980772300297919,1.146602237497918
162,Maden Suyu ve Sodası,3.5870359768770843,4.261037536515366,1.0880263421358505,3.442628512315671,1.3511790733573337,2.574346528405469
163,Makarna,1.2973299233168367,1.37821295909335,-0.17028266373924072,4.194398244729602,1.695583344827356,2.571190417943847
164,Makyaj Malzemeleri,7.663834981845707,5.716680701060883,1.9621446015990474,0.0316874839402459,0.9055398874095566,-0.49831739023613597
165,Mandalina,-0.12610340479198845,9.493850149910399,9.76772473498042,14.997224104899542,-2.4887506809314397,-14.42232025618788
166,Mantar,6.9108619341779365,-0.3607079222931686,1.5483337953387188,2.6320192179890345,-0.8336695875675426,1.8047557335700848
167,Margarin,-0.7131250895857644,0.1263909281845388,2.529653054872716,5.038046752623626,0.37679176220237753,6.098042005169035
168,Maydanoz,-18.758153610362637,2.3428783934547948,1.6025596994150515,1.8446239751695792,5.631713678083705,0.5288373858182593
169,Mayonez,3.8366669360330174,1.8830757945746956,4.425795762607021,2.4388662993236165,-0.3311785906997211,-0.4359511264409699
170,Mendil,4.241641609555202,2.7728856648223443,0.7067130583261472,1.1357592027702923,0.20085555102224983,1.2152724538391668
171,Mercimek,3.5411354725715327,2.9575959711305666,2.1188518172823967,4.320685375103728,1.5469542457777097,0.11910383635109767
172,Metro Ücreti,16.29619515251346,12.978958564593235,0.0,0.0,0.0,0.0
173,Meyve Suyu,5.341234764015423,3.516237302978009,1.6710698001145774,2.3570033159571846,2.396880047446137,2.137143848073486
174,Motor Yağları,3.8557831457093794,4.220287496749342,1.0385479786053864,0.8027508398360528,0.46855342268239397,0.46930477103106494
175,Motorin,1.7459365508366353,-1.7586474743541802,-1.3700526032533578,-0.06204550987709556,7.012246692080937,8.8855700414727
176,Motorsiklet,5.836068231380365,1.5004771676269124,1.428010071213981,1.6369011343748463,-0.036534784815256405,-0.7417008774881939
177,Muz,10.77077606338972,18.891511511564985,6.320339393046881,2.237129330710075,-7.5312713583478015,-6.54332775207227
178,Mücevher (Altın),8.047869721869304,5.057518749159984,11.700934911910576,5.832502511230131,2.1222025853746773,2.782285550618835
179,Müzik Aletleri ,3.7151123919836326,2.153328546428579,0.8524390056574793,1.6281593557560647,1.4092855099438362,1.8074526037994865
180,Nane,-29.022889234904437,-0.7535795026375358,0.0,0.05002201874493295,-3.376857203134509,-2.1883884157693823
181,Nar,-0.3135013234952688,5.105319081777582,9.76772473498082,14.997224104899498,-2.488750680931695,-14.422320256187804
182,Nevresim Takımı,4.8258266595015975,9.74182357912101,1.986656304014156,0.341645467816587,1.3289733092636702,0.7125802656932745
183,No-Frost Buzdolabı,0.20690558682621152,1.3210806826004173,1.2126642652066755,1.8854758231755975,0.662630565682365,1.419611150184763
184,Nohut,3.117667283568304,2.925329712875868,1.1732586906757048,2.482971157112024,-1.2928758853130384,-1.2364255970255256
185,Odun Ücreti,15.11195945069488,3.315778865884522,2.5034719990613796,5.79109200330663,-0.115055464103897,0.8161231529120183
186,Okul Defteri,9.735907764032415,5.7589105574510135,0.5185200152682867,1.7154412224439586,0.40189681638305164,1.042055533305053
187,Okul Çantası,2.0876153516494744,2.646246198695157,0.07465988567887383,0.9961491650323007,-0.1974231419918815,1.1024296664546407
188,Otoban Geçiş Ücreti,15.99902714636643,-0.024672693029859083,0.006508846588926254,0.008324294119876896,-0.00018076005139366913,0.0
189,Otomobil (Benzinli),0.8352505837812219,0.7088655897228735,4.7835634844463515,4.319864156281761,1.1988200463991516,0.7317292338336223
190,Otomobil (Dizel),0.3175900991233993,0.5284360710557046,4.3555989992854816,3.5066152580127463,0.6100504316595146,0.27395772052281053
191,Otopark Ücreti,-0.008223554685815593,-0.024672693029870185,0.0,-0.015443702731221531,-0.06484225538411215,-0.0704690119879392
192,Oturma Odası Takımı,2.1612137469711357,1.0991414337720107,2.137577702180682,0.32215163282742765,0.957502986710268,0.049360555436472886
193,Oyuncak,4.335133165782978,2.6705811638626953,0.4030186665504365,0.6557034007631524,0.7402498226223742,2.7417816300516096
194,Pantolon (Erkek için),4.382290302778302,5.627014108017181,2.0717295908007083,0.23800205174218103,1.5763336533253902,3.836689614877442
195,Pantolon (Kadın için),4.907530211334232,6.410556381897448,2.3468861643798355,-0.04465749596176405,0.4763304771874255,0.6576514625046714
196,Pantolon (Çocuk için),4.2200939490105505,4.705467728287704,0.48938287252646706,2.2421903624643136,-0.2816738939738439,-1.814350817701782
197,Pardösü (Kadın için),2.9792814303254866,5.786969629510974,0.9415897071201496,-0.36511119705952,0.7191542784222849,0.9104719694814634
198,Parfüm,3.843025230470598,4.12158175475994,1.353408077800644,0.7525316912944557,0.6030166444344953,0.5432361237015293
199,Pasta,19.51994083346753,0.5967516457737965,0.0,0.06965974715966716,1.1114452535854857,6.373264002824075
200,Pastane Ürünleri,8.094919568591541,-0.9680726426606001,0.8336962304403173,-1.1681709428391085,-2.0571663704820886,2.0044896016709446
201,Patates,-0.0022735322195321928,8.670938063905908,7.225168459374598,10.150601095821553,-0.8313645281508464,-7.000701568018764
202,Patlıcan,-19.773744287442508,19.408422295750704,-26.38754585240659,-23.761171655101478,-7.611845056608846,-0.04532760530775448
203,Pekmez,8.551201048517276,4.521666380385914,0.14512680646934228,-1.0274482841735377,2.2026445002339967,0.3622164681284845
204,Perde,139.4758907905463,16.087632992506997,0.05600160230028184,10.576650134300092,1.018991452339768,-0.8323825593034351
205,Pideler,7.7213413033479394,5.613684670585872,6.964297295461486,16.678892209926467,8.863360762269101,1.1432428555479657
206,Pijama (Erkek için),3.2039291358841204,4.765543128277394,-3.3363546864844773,-2.3050120381172823,0.21310313665408032,1.2680333835815683
207,Pijama (Kadın için),4.029618609457009,7.738620679819164,-4.88239317665048,-1.8068457845630936,5.408779635834882,5.354392241308803
208,Pijama (Çocuk için),4.419767987977075,6.48459538754762,-1.359231770666225,-2.8816563744648582,-0.21200051378554852,0.024940465709510917
209,Pike Takımı,2.084721842550441,2.460283494558402,0.2193336048756267,-0.12157216176416075,0.20022566705162337,-1.664480008483582
210,Pil,4.744057787850298,4.223850391034589,0.4808479751168271,2.5064445792594814,1.2554761940483994,0.848685420605233
211,Pirinç,6.726631209585809,2.257813393284569,1.736181592945596,1.9572342394570175,0.33694756227831135,0.33704430104730676
212,Pizzalar,3.579814031928219,0.17692734271821386,0.9310896755234888,2.3118293543608726,2.225595147049697,-0.40482696002077656
213,Plastik Mutfak Eşyaları,7.015853223945423,3.6780544061996823,0.7972550103545695,0.4369016199858633,-0.06823116448502198,0.5943488930108876
214,Porselen Ev Eşyası,5.426696208958082,4.834136747098916,1.362157571038014,0.004130645373812136,-0.5751386359896915,-0.21261715560877414
215,Portakal,8.100907610577114,26.76930282755421,2.0254970904212577,17.495501600264895,3.5156435019408017,-14.422320256187781
216,Pırasa,-26.205127637371696,18.653087115872435,-28.742598288916852,-22.140367980976272,-9.490778801977374,0.950994546512085
